,LATITUDE,LONGITUDE,ADDRESS,TO_WORK,TO_HOME
58,38.977531134571485,-77.05435429953879,"3035 BEECH STREET NW Washington, DC",39.416666666666664,56.78333333333333
59,38.89550065351848,-76.96153635842515,"3330 BENNING ROAD NE Washington, DC",50.43333333333333,61.1
60,38.95937751941976,-77.04079629365896,"5701 BEACH DRIVE NW Washington, DC",43.18333333333333,66.33333333333333
61,38.91334250360217,-76.95589419833577,"3600 NEW YORK AVENUE NE Washington, DC",53.4,66.86666666666666
62,38.960752879060216,-77.06197339646116,"3043 MILITARY ROAD NW Washington, DC",39.11666666666667,55.9
63,38.90535641492326,-76.9877398618292,"1210 OATES STREET NE Washington, DC",50.88333333333333,59.733333333333334
64,38.91302335402238,-77.09010836650975,"1825 47TH PLACE NW Washington, DC",33.06666666666667,40.56666666666667
65,38.9485993561897,-77.08943962653014,"4510 BUTTERWORTH PLACE NW Washington, DC",33.333333333333336,51.46666666666667
66,38.885719209990306,-76.95247110704763,"300 37TH STREET SE Washington, DC",53.15,60.483333333333334
67,38.950475743825784,-77.05153010835815,"4550 BROAD BRANCH ROAD NW Washington, DC",41.733333333333334,50.65
68,38.967040795741944,-77.03503507216382,"1447 SOMERSET PLACE NW Washington, DC",44.516666666666666,56.15
69,38.81595883195061,-77.02489329953346,"938 FOLEY AVENUE SW Washington, DC",34.166666666666664,42.6
70,38.952592626680605,-77.02673125820004,"922 HAMILTON STREET NW Washington, DC",44.93333333333333,54.15
71,38.87745290180093,-77.04164682102416,"1210 OHIO DRIVE SW Washington, DC",34.016666666666666,41.3
72,38.83841793545194,-77.02819190980723,"902 ARNOLD AVENUE SW Washington, DC",46.733333333333334,56.766666666666666
73,38.90241344007059,-77.07498504218425,"3700 WATER STREET NW Washington, DC",34.333333333333336,38.71666666666667
74,38.91204336239191,-77.0164499143155,"1636 4TH STREET NW Washington, DC",44.483333333333334,53.7
75,38.94746895395621,-77.06853086910623,"3525 ALTON PLACE NW Washington, DC",38.13333333333333,55.43333333333333
76,38.93515624635889,-77.11458742826346,"5855 POTOMAC AVENUE NW Washington, DC",31.183333333333334,47.3
77,38.913842028479934,-77.07638840587731,"3988 GEORGETOWN COURT NW Washington, DC",34.81666666666667,42.95
78,38.87939937263423,-76.95459548636387,"3600 F STREET SE Washington, DC",53.86666666666667,61.38333333333333
79,38.960373312091576,-77.06479171944585,"5334 32ND STREET NW Washington, DC",40.18333333333333,56.06666666666667
80,38.82509759816316,-77.00020405343673,"4275 4TH STREET SE Washington, DC",49.11666666666667,55.18333333333333
81,38.92086793230839,-77.00248019036837,"226 ASCOT PLACE NE Washington, DC",50.25,61.11666666666667
82,38.85794513255341,-77.02195683148952,"1071 OHIO DRIVE SW Washington, DC",33.15,43.85
83,38.840003481992866,-76.9817537328746,"1502 MISSISSIPPI AVENUE SE Washington, DC",53.61666666666667,61.233333333333334
84,38.84797610526069,-77.00365401226898,"269 NEWCOMB STREET SE Washington, DC",46.31666666666667,55.35
85,38.897932632080774,-77.00438319563328,"600 2ND STREET NE Washington, DC",45.45,53.233333333333334
86,38.836832382244936,-76.99322720106261,"3900 WHEELER ROAD SE Washington, DC",50.71666666666667,57.583333333333336
87,38.94800950755266,-77.07135091785705,"3625 ALBEMARLE STREET NW Washington, DC",38.266666666666666,53.7
88,38.98348184744846,-77.03957661103829,"1733 JUNIPER STREET NW Washington, DC",40.78333333333333,60.25
89,38.909142517150826,-76.93422616584947,"4802 MINNESOTA AVENUE NE Washington, DC",56.7,67.81666666666666
90,38.94367577479965,-77.00803728465193,"4401 CLERMONT DRIVE NE Washington, DC",51.333333333333336,64.48333333333333
91,38.901909506916105,-77.02018892503229,"601 MASSACHUSETTS AVENUE NW Washington, DC",39.71666666666667,52.06666666666667
92,38.981581410960345,-77.04244566635205,"1737 JUNIPER STREET NW Washington, DC",40.86666666666667,60.31666666666667
93,38.83359479483701,-77.0229412213575,"3870 GIOVANNOLI STREET SW Washington, DC",45.2,55.583333333333336
94,38.85019530307685,-77.01336284916124,"245 MURRAY LANE SW Washington, DC",50.333333333333336,59.61666666666667
95,38.85510012090795,-76.99967310176484,"2703 MARTIN LUTHER KING JR AVENUE SE Washington, DC",45.7,56.4
96,38.90574249567059,-77.0070312101657,"55 M STREET NE Washington, DC",46.3,54.166666666666664
97,38.93636835817664,-77.07187673962981,"3623 ORDWAY STREET NW Washington, DC",37.88333333333333,53.15
98,38.88063678389779,-77.03278651010659,"900 B OHIO DRIVE SW Washington, DC",33.28333333333333,42.75
99,38.944855282389604,-77.08519996111885,"4329 WARREN STREET NW Washington, DC",33.983333333333334,52.5
100,38.90171601997918,-77.01489462671933,"901 3RD STREET NW Washington, DC",39.46666666666667,50.5
101,38.86970432658516,-77.01444898272452,"262 5TH AVENUE SW Washington, DC",52.483333333333334,62.61666666666667
102,38.93547391510171,-77.03792335809207,"3447 OAKWOOD TERRACE NW Washington, DC",41.11666666666667,49.333333333333336
103,38.94679937873273,-76.99018129849546,"4713 12TH STREET NE Washington, DC",57.06666666666667,65.3
104,38.935303905356776,-77.04093475345448,"1803 INGLESIDE TERRACE NW Washington, DC",41.35,50.71666666666667
105,38.88944438131099,-76.96208371811605,"3200 EAST CAPITOL STREET NE Washington, DC",47.766666666666666,60.1
106,38.89621882323488,-76.91739614046675,"511 58TH STREET NE Washington, DC",62.016666666666666,69.11666666666666
107,38.922231952245625,-76.99428588416473,"806 RHODE ISLAND AVENUE NE Washington, DC",50.45,63.63333333333333
108,38.86815799566628,-76.97304441127429,"2303 S STREET SE Washington, DC",48.8,57.3
109,38.94206194290259,-77.10314034139421,"4060 52ND TERRACE NW Washington, DC",33.81666666666667,50.46666666666667
110,38.960754282576055,-77.02114673992622,"5815 6TH STREET NW Washington, DC",41.733333333333334,49.733333333333334
111,38.89790231641776,-77.06152421590272,"3050 K STREET NW Washington, DC",31.6,36.916666666666664
112,38.90480288407636,-77.08381026993074,"4610 LAVEROCK PLACE NW Washington, DC",32.516666666666666,39.38333333333333
113,38.94786138502108,-77.09763357791446,"4918 ALBEMARLE STREET NW Washington, DC",30.483333333333334,48.46666666666667
114,38.93659766362328,-77.02668964507173,"3725 10TH STREET NW Washington, DC",44.21666666666667,52.583333333333336
115,38.87509894713926,-76.98116831757098,"1500 M STREET SE Washington, DC",40.53333333333333,52.21666666666667
116,38.879217616828015,-76.97977617537637,"8 BARNEY CIRCLE SE Washington, DC",42.733333333333334,55.666666666666664
117,38.87220040649009,-76.97631049458663,"1940 NAYLOR ROAD SE Washington, DC",49.86666666666667,58.733333333333334
118,38.9936220799194,-77.04344690607795,"8315 EAST BEACH DRIVE NW Washington, DC",41.3,62.38333333333333
119,38.958902977102184,-77.04677800627441,"5110 GLOVER DRIVE NW Washington, DC",35.93333333333333,53.53333333333333
120,38.89214128652384,-76.91504371653889,"240 60TH STREET NE Washington, DC",64.98333333333333,71.15
121,38.87896186600878,-76.98187415217524,"1600 PENNSYLVANIA AVENUE SE Washington, DC",42.483333333333334,54.766666666666666
122,38.87665957733831,-76.95419335129101,"3461 MASSACHUSETTS AVENUE SE Washington, DC",50.083333333333336,57.65
123,38.90768151583273,-76.97065217493332,"2229 M STREET NE Washington, DC",53.78333333333333,66.45
124,38.91281352369445,-77.09536256700027,"4848 HUTCHINS PLACE NW Washington, DC",34.63333333333333,36.4
125,38.91252151717121,-77.06847510992684,"3416 RESERVOIR ROAD NW Washington, DC",31.666666666666668,40.38333333333333
126,38.97394990276495,-77.05636951259808,"2744 UNICORN LANE NW Washington, DC",43.43333333333333,64.15
127,38.93286992508038,-77.03950321643352,"1725 PARK ROAD NW Washington, DC",41.016666666666666,48.56666666666667
128,38.892516750790165,-76.91988529945827,"246 57TH STREET NE Washington, DC",55.95,71.73333333333333
129,38.91282312324767,-76.9918953847836,"910 MOUNT OLIVET ROAD NE Washington, DC",48.15,57.43333333333333
130,38.95943489089581,-77.0629508637343,"5251 BROAD BRANCH ROAD NW Washington, DC",40.7,56.65
131,38.93704834101286,-77.0614007863398,"3006 PORTER STREET NW Washington, DC",40.55,45.88333333333333
132,38.960219975283756,-77.0094114188971,"5800 BLAIR ROAD NW Washington, DC",52.8,60.083333333333336
133,38.92397369677907,-77.03099244865224,"1333 EUCLID STREET NW Washington, DC",43.13333333333333,52.016666666666666
134,38.938653437150336,-76.98649853914836,"1334 RANDOLPH STREET NE Washington, DC",53.56666666666667,67.58333333333333
135,38.871041179816,-77.01670796871984,"102 3RD AVENUE SW Washington, DC",44.9,54.06666666666667
136,38.966745086488544,-77.0042379251699,"6316 EASTERN AVENUE NE Washington, DC",52.233333333333334,62.68333333333333
137,38.87852149768363,-76.96776744675083,"2901 M STREET SE Washington, DC",49.2,56.983333333333334
138,38.861480061330845,-76.99697799146303,"1210 SUMNER ROAD SE Washington, DC",44.38333333333333,54.38333333333333
139,38.91028059358455,-77.01000562434864,"24 BATES STREET NW Washington, DC",43.65,58.13333333333333
140,38.830981911767765,-77.03710239720336,"991 BELLEVUE DRIVE SW Washington, DC",44.05,54.61666666666667
141,38.88597191756816,-77.04304596736733,"1964 INDEPENDENCE AVENUE SW Washington, DC",30.35,41.88333333333333
142,38.88565091402191,-76.9628859089756,"3206 D STREET SE Washington, DC",51.35,59.43333333333333
143,38.90765225455989,-76.94723222360014,"4001 ANACOSTIA AVENUE NE Washington, DC",54.733333333333334,65.05
144,38.87227106258585,-76.95168142038438,"3716 NASH STREET SE Washington, DC",54.6,59.833333333333336
145,38.87994260823784,-76.98743352198413,"1310 POTOMAC AVENUE SE Washington, DC",41.016666666666666,51.56666666666667
146,38.893780408089825,-77.0499233471494,"2200 C STREET NW Washington, DC",27.616666666666667,34.93333333333333
147,38.87122370810398,-76.95005829183518,"3831 POPE STREET SE Washington, DC",54.93333333333333,59.96666666666667
148,38.8845505070056,-77.02828608404438,"409 12TH STREET SW Washington, DC",34.53333333333333,43.43333333333333
149,38.900852935291056,-77.01331097897484,"810 NEW JERSEY AVENUE NW Washington, DC",40.46666666666667,51.71666666666667
150,38.8587756341894,-76.97420599773015,"2701 BRUCE PLACE SE Washington, DC",49.983333333333334,59.85
151,38.848965731591946,-76.98023944331744,"1776 STANTON TERRACE SE Washington, DC",50.53333333333333,60.666666666666664
152,38.921881606054086,-77.0099231437257,"20 CHANNING STREET NW Washington, DC",48.9,59.56666666666667
153,38.94967427891391,-77.03900220317809,"4809 COLORADO AVENUE NW Washington, DC",42.25,51.516666666666666
154,38.9616713322856,-77.05226385020516,"5200 GLOVER ROAD NW Washington, DC",44.35,60.233333333333334
155,38.902655295386786,-77.04367853341991,"1909 K STREET NW Washington, DC",32.43333333333333,39.36666666666667
156,38.93674992488084,-76.98242620817942,"3820 17TH STREET NE Washington, DC",54.88333333333333,70.88333333333334
157,38.834013798973984,-77.00694751758226,"3832 HALLEY TERRACE SE Washington, DC",46.166666666666664,56.31666666666667
158,38.91540903665711,-76.97345912347198,"1805 BLADENSBURG ROAD NE Washington, DC",52.65,65.71666666666667
159,38.96720496178206,-77.01607310946808,"248 TUCKERMAN STREET NW Washington, DC",52.6,61.5
160,38.890953417419844,-77.03042928446145,"1300 MADISON DRIVE NW Washington, DC",34.333333333333336,42.0
161,38.918682394434946,-77.08253406349955,"4100 W STREET NW Washington, DC",41.05,46.983333333333334
162,38.81717058819959,-77.01027241572694,"100 JOLIET STREET SW Washington, DC",49.11666666666667,55.46666666666667
163,38.9176675006106,-76.95300000506577,"3600 NEW YORK AVENUE NE Washington, DC",53.4,66.86666666666666
164,38.92815402119767,-76.9989143093407,"3025 4TH STREET NE Washington, DC",53.9,64.08333333333333
165,38.81836383374294,-77.03198289396056,"1048 FOLEY AVENUE SW Washington, DC",38.25,47.38333333333333
166,38.92921203631453,-77.06573032688019,"3300 CLEVELAND AVENUE NW Washington, DC",35.983333333333334,42.65
167,38.94505386051489,-76.98232605643179,"1600 WEBSTER STREET NE Washington, DC",57.583333333333336,69.8
168,38.82898333375681,-77.00913492220883,"4125 SOUTH CAPITOL TERRACE SW Washington, DC",43.93333333333333,54.06666666666667
169,38.89217394417032,-76.98627105653122,"1350 CONSTITUTION AVENUE NE Washington, DC",46.666666666666664,53.8
170,38.89553329800519,-77.0642299594553,"900 WISCONSIN AVENUE NW Washington, DC",31.1,36.6
171,38.843872498297785,-77.01256614257566,"3429 BROOKLEY AVENUE SW Washington, DC",43.85,55.233333333333334
172,38.89492024605346,-76.95393148151146,"401 36TH STREET NE Washington, DC",49.1,62.916666666666664
173,38.905195248357245,-76.99898341985025,"513 M STREET NE Washington, DC",48.333333333333336,57.4
174,38.842144222831955,-77.00873660974003,"30 WESTOVER AVENUE SW Washington, DC",48.15,57.583333333333336
175,38.95541918160008,-77.03542561559874,"5318 1/2 COLORADO AVENUE NW Washington, DC",45.55,56.4
176,38.915697150127684,-77.07239414018402,"3629 T STREET NW Washington, DC",33.88333333333333,42.95
177,38.891171579620746,-76.94214103276273,"15 42ND STREET NE Washington, DC",55.15,66.48333333333333
178,38.83656738180836,-76.99404251331586,"3700 9TH STREET SE Washington, DC",53.55,59.53333333333333
179,38.89671070512175,-77.01643177385425,"510 4TH STREET NW Washington, DC",38.6,48.766666666666666
180,38.91905772646293,-77.01354249228733,"138 W STREET NW Washington, DC",48.166666666666664,60.95
181,38.88510175708938,-77.01139094795987,"100 1ST STREET SW Washington, DC",37.1,47.016666666666666
182,38.90140153287753,-77.00989154284089,"19 I STREET NW Washington, DC",41.666666666666664,53.35
183,38.933249311943875,-77.06300146097598,"3113 MACOMB STREET NW Washington, DC",37.266666666666666,44.13333333333333
184,38.86117914509787,-77.01751956115007,"408 4TH AVENUE SW Washington, DC",44.8,54.88333333333333
185,38.911939826064504,-77.07024733428237,"3543 WINFIELD LANE NW Washington, DC",32.11666666666667,40.55
186,38.855236839050164,-76.97861021034434,"1806 GAINESVILLE STREET SE Washington, DC",53.31666666666667,61.416666666666664
187,38.90331487266043,-77.06948222311551,"3500 WATER STREET NW Washington, DC",34.083333333333336,38.6
188,38.84377895253086,-77.01411446946764,"3333 CASTLE AVENUE SW Washington, DC",44.35,58.38333333333333
189,38.91447432608067,-77.03106582903386,"1337 S STREET NW Washington, DC",40.78333333333333,47.9
190,38.87501816542019,-77.0417675967904,"1210 OHIO DRIVE SW Washington, DC",34.016666666666666,41.3
191,38.876201914459756,-76.99852983504502,"515 M STREET SE Washington, DC",43.45,51.333333333333336
192,38.90837427253908,-77.02082785568443,"1308 6TH STREET NW Washington, DC",42.63333333333333,50.31666666666667
193,38.88084662300454,-76.98213510931966,"712 16TH STREET SE Washington, DC",43.85,56.53333333333333
194,38.97116487595736,-77.0578976071341,"6235 29TH STREET NW Washington, DC",40.68333333333333,63.7
195,38.88669248483772,-76.93029573775163,"5001 B STREET SE Washington, DC",54.46666666666667,64.58333333333333
196,38.96059073636306,-77.01770354864574,"5809 4TH STREET NW Washington, DC",52.11666666666667,59.13333333333333
197,38.883130427016496,-77.04155636089371,"1301 OHIO DRIVE SW Washington, DC",34.016666666666666,41.3
198,38.89814926082488,-77.05468435405163,"2560 VIRGINIA AVENUE NW Washington, DC",30.75,35.95
199,38.803587399737324,-77.0318873411844,"5001 SHEPHERD PARKWAY SW Washington, DC",42.9,52.06666666666667
200,38.90969451080925,-76.98512083088512,"1723 MONTELLO AVENUE NE Washington, DC",51.166666666666664,59.333333333333336
201,38.84205721960871,-77.0253726453206,"3035 ARNOLD AVENUE SW Washington, DC",47.083333333333336,57.5
202,38.96150636318257,-76.99831054711338,"624 RIGGS ROAD NE Washington, DC",54.28333333333333,75.25
203,38.885116828157244,-77.01195277035939,"350 2ND STREET SW Washington, DC",35.71666666666667,46.63333333333333
204,38.848582963072175,-77.00284290692228,"400 NEWCOMB STREET SE Washington, DC",45.95,55.1
205,38.8829440629039,-77.02964165368269,"1284 MARYLAND AVENUE SW Washington, DC",35.916666666666664,44.483333333333334
206,38.928090255209476,-77.10972329042983,"5445 POTOMAC AVENUE NW Washington, DC",33.2,48.9
207,38.87735285128018,-76.98896096804972,"1025 13TH STREET SE Washington, DC",41.63333333333333,51.7
208,38.90275665901292,-76.96309466235138,"3330 BENNING ROAD NE Washington, DC",50.43333333333333,61.1
209,38.93814476862088,-77.07683524532531,"3861 PORTER STREET NW Washington, DC",37.31666666666667,55.483333333333334
210,38.89524507621077,-76.93095809276917,"4942 EADS PLACE NE Washington, DC",55.6,67.91666666666667
211,38.82696001844674,-77.03330994914717,"990 BELLEVUE DRIVE SW Washington, DC",44.05,54.61666666666667
212,38.8071864436717,-77.02077644352985,"5001 SHEPHERD PARKWAY SW Washington, DC",42.9,52.06666666666667
213,38.8310319275159,-77.03518111482494,"550 MCGUIRE AVENUE SW Washington, DC",42.78333333333333,54.8
214,38.92996337634931,-76.99051405535343,"3215 12TH STREET NE Washington, DC",53.9,63.53333333333333
215,38.939188994357465,-76.97817469755206,"4025 19TH STREET NE Washington, DC",56.63333333333333,72.1
216,38.929315862627845,-77.11309752866322,"5609 POTOMAC AVENUE NW Washington, DC",32.03333333333333,48.233333333333334
217,38.917695449081855,-77.05086036110947,"2300 KALORAMA ROAD NW Washington, DC",35.0,41.4
218,38.866621293860455,-76.97877279018637,"1920 18TH STREET SE Washington, DC",48.25,58.483333333333334
219,38.91477022445631,-77.06925551768198,"1801 35TH STREET NW Washington, DC",32.61666666666667,41.36666666666667
220,38.919335093732414,-77.05384394175982,"2434 BELMONT ROAD NW Washington, DC",34.4,40.55
221,38.85981756248983,-77.02780331368334,"1071 OHIO DRIVE SW Washington, DC",33.15,43.85
222,38.898094441846254,-77.04725016271199,"2110 G STREET NW Washington, DC",31.75,36.4
223,38.881622890293286,-76.94441507032376,"601 BURNS STREET SE Washington, DC",53.75,61.266666666666666
224,38.88547519324322,-77.02665171501242,"357 L'ENFANT PROMENADE SW Washington, DC",35.21666666666667,42.166666666666664
225,38.91177541695195,-76.95067931479161,"3551 JAY STREET NE Washington, DC",53.88333333333333,67.18333333333334
226,38.88621363039838,-77.05861637304122,"1 WASHINGTON BOULEVARD SW Washington, DC",28.583333333333332,37.43333333333333
227,38.834643424176924,-77.02746765334942,"580 MCGUIRE AVENUE SW Washington, DC",42.78333333333333,54.8
228,38.98363655275668,-77.04695035914027,"1911 PARKSIDE DRIVE NW Washington, DC",39.06666666666667,63.083333333333336
229,38.930186901598184,-76.98560420269932,"1400 JACKSON STREET NE Washington, DC",53.05,69.15
230,38.93035627032843,-77.07299562171372,"3028 WISCONSIN AVENUE NW Washington, DC",36.666666666666664,44.766666666666666
231,38.86413980543289,-76.95671694194202,"2040 36TH STREET SE Washington, DC",53.38333333333333,58.81666666666667
232,38.98349595612294,-77.04135020729674,"1737 JUNIPER STREET NW Washington, DC",40.86666666666667,60.31666666666667
233,38.86485658273974,-76.9742021405989,"2300 GOOD HOPE ROAD SE Washington, DC",49.266666666666666,58.88333333333333
234,38.894434573837245,-77.0544759920393,"27 OHIO DRIVE NW Washington, DC",31.716666666666665,43.05
235,38.90955990613904,-77.0590036034947,"1507 30TH STREET NW Washington, DC",33.93333333333333,40.233333333333334
236,38.95496243990984,-76.99134585780877,"5209 11TH STREET NE Washington, DC",56.36666666666667,66.51666666666667
237,38.923309855843904,-77.01505809323206,"300 MCMILLAN DRIVE NW Washington, DC",49.03333333333333,60.95
238,38.85569199593698,-76.97891130847768,"2520 18TH STREET SE Washington, DC",49.416666666666664,59.25
239,38.89489902206368,-77.00676679012471,"107 D STREET NE Washington, DC",40.18333333333333,49.4
240,38.952457297961175,-77.05478935213641,"4664 BROAD BRANCH ROAD NW Washington, DC",41.93333333333333,50.766666666666666
241,38.911348532286155,-76.96075303698582,"3320 NEW YORK AVENUE NE Washington, DC",52.733333333333334,69.96666666666667
242,38.955179577198216,-77.0744571999521,"5005 38TH STREET NW Washington, DC",35.583333333333336,52.7
243,38.86442250941385,-77.01842595619812,"100 C STREET SW Washington, DC",37.28333333333333,46.65
244,38.892559552121995,-77.00561023285884,"101 CONSTITUTION AVENUE NE Washington, DC",39.35,46.71666666666667
245,38.93004790904199,-77.01390642729062,"102 IRVING STREET NW Washington, DC",52.36666666666667,64.33333333333333
246,38.871756780070626,-76.97868335320973,"1504 18TH STREET SE Washington, DC",49.016666666666666,58.11666666666667
247,38.8385888888794,-77.04490092840474,"580 MCGUIRE AVENUE SW Washington, DC",42.78333333333333,54.8
248,38.82972804614669,-77.03608870005304,"991 BELLEVUE DRIVE SW Washington, DC",44.05,54.61666666666667
249,38.87529392364467,-76.98076000343148,"1500 M STREET SE Washington, DC",40.53333333333333,52.21666666666667
250,38.87083097962587,-77.01760597383671,"201 A STREET SW Washington, DC",45.833333333333336,54.81666666666667
251,38.9868130766912,-77.03574272096108,"7831 16TH STREET NW Washington, DC",39.766666666666666,59.6
252,38.858515799906485,-76.9614799322813,"2520 32ND STREET SE Washington, DC",52.75,61.86666666666667
253,38.92056638157566,-76.99688807288284,"617 RHODE ISLAND AVENUE NE Washington, DC",52.733333333333334,61.1
254,38.89511152674792,-76.99712825569877,"638 D STREET NE Washington, DC",43.53333333333333,52.86666666666667
255,38.87428783988061,-76.99021224309178,"1200 WATER STREET SE Washington, DC",41.06666666666667,52.05
256,38.88517228824711,-77.03363955908264,"1501 MAINE AVENUE SW Washington, DC",32.65,40.78333333333333
257,38.8678221711285,-76.97374862778081,"1805 23RD STREET SE Washington, DC",49.36666666666667,57.65
